customer_id,order_count,avg_order_value,cluster
10155,29,989.061724137931,1
10156,27,930.935925925926,2
10157,31,1121.5212903225809,1
10158,28,812.2735714285715,0
10159,28,829.1071428571429,0
10160,27,832.0340740740742,0
10161,29,865.3872413793104,2
10162,22,937.6181818181817,2
10163,28,917.6385714285715,2
10164,26,828.4915384615384,0
10165,19,1000.6726315789473,1
10166,29,952.12,2
10167,25,919.992,2
10168,30,846.9143333333334,2
10169,24,905.7091666666666,2
10170,24,791.8095833333333,0
10171,29,789.6341379310345,0
10172,27,975.6848148148149,1
10173,33,917.1966666666666,2
10174,37,873.6837837837837,2
10175,22,981.1263636363636,1
10176,26,1108.2803846153847,1
10177,25,932.7611999999999,2
10178,23,840.3426086956522,0
10179,22,848.7168181818182,2
10180,24,818.71,0
10181,27,846.0622222222222,0
10182,23,1046.531304347826,1
10183,22,789.7272727272727,0
10184,22,871.1868181818182,2
10185,34,906.6223529411765,2
10186,22,754.8531818181818,0
10187,26,1060.6053846153848,1
10188,25,981.9392,1
10189,25,724.0136,0
10190,21,1068.7057142857143,1
10191,23,776.3517391304348,0
10192,26,945.0342307692307,2
10193,28,930.2546428571429,2
10194,28,989.7317857142856,1
10195,31,947.4116129032258,2
10196,28,1040.3810714285714,1
10197,23,1008.1117391304348,1
10198,27,1056.0014814814815,1
10199,36,842.39,0
10200,25,713.2460000000001,0
10201,27,767.1303703703704,0
10202,27,960.9162962962963,2
10203,30,1020.7316666666667,1
10204,28,882.6910714285714,2
10205,25,874.9908,2
10206,25,889.77,2
10207,13,801.49,0
10208,21,802.2171428571429,0
10209,18,1203.628333333333,1
10210,25,787.4112,0
10211,28,954.9328571428571,2
10212,29,987.3758620689656,1
10213,26,865.9576923076924,2
10214,21,963.1457142857143,2
10215,27,762.4685185185185,0
10216,22,994.9304545454546,1
10217,31,1022.868064516129,1
10218,28,806.2375000000001,0
10219,26,948.3823076923077,2
10220,24,1097.01875,1
10221,27,837.5511111111111,0
10222,24,823.515,0
10223,31,966.4335483870967,2
10224,26,843.021923076923,0
10225,29,786.8210344827587,0
10226,28,1040.7585714285713,1
10227,32,878.9990625,2
10228,35,849.642,2
10229,13,906.5453846153846,2
10230,25,1024.1468,1
10231,31,754.074193548387,0
10232,29,711.2479310344828,0
10233,20,1025.1555,1
10234,14,990.5421428571428,1
10235,24,997.6095833333334,1
10236,28,905.0575,2
10237,20,788.9525,0
10238,30,998.4979999999999,1
10239,21,807.5742857142858,0
10240,30,1112.0416666666667,1
10241,25,1026.8247999999999,1
10242,33,871.3233333333333,2
10243,16,1092.51375,1
10244,21,845.1990476190476,0
10245,34,870.1052941176471,2
10246,19,892.0073684210525,2
10247,28,980.2175,1
10248,29,853.7962068965518,2
10249,29,1026.8244827586207,1
10250,22,996.014090909091,1
10251,22,1014.4977272727273,1
10252,18,805.1872222222222,0
10253,33,947.6621212121212,2
10254,23,837.3313043478261,0
10255,22,1101.6331818181818,1
10256,28,870.8264285714286,2
10257,20,798.374,0
10258,32,813.72875,0
10259,31,941.1564516129032,2
10260,28,987.0521428571428,1
10261,27,855.4392592592593,2
10262,29,807.8324137931035,0
10263,22,938.8913636363636,2
10264,16,958.645,2
10265,19,900.4178947368421,2
10266,26,923.8188461538462,2
10267,24,851.4074999999999,2
10268,31,1009.7329032258065,1
10269,29,915.1344827586207,2
10270,26,801.4380769230769,0
10271,27,966.5703703703704,2
10272,27,724.0040740740741,0
10273,27,1135.5840740740741,1
10274,27,706.7607407407407,0
10275,32,948.18375,2
10276,19,811.7031578947368,0
10277,33,829.599696969697,0
10278,20,904.479,2
10279,24,1027.3708333333332,1
10280,27,882.6944444444445,2
10281,38,891.8507894736842,2
10282,38,931.2310526315789,2
10283,24,895.755,2
10284,28,932.1839285714285,2
10285,30,944.8966666666668,2
10286,30,899.7203333333333,2
10287,27,756.5607407407407,0
10288,16,851.5375,2
10289,26,847.9465384615385,2
10290,24,959.6208333333334,2
10291,21,920.6404761904762,2
10292,30,818.4343333333333,0
10293,24,928.3225000000001,2
10294,20,1010.7244999999999,1
10295,21,730.2180952380952,0
10296,21,916.572380952381,2
10297,28,896.4114285714286,2
10298,23,809.1478260869566,0
10299,22,758.9677272727273,0
10300,26,934.7953846153846,2
10301,17,854.1094117647059,2
10302,30,938.4583333333334,2
10303,27,928.3122222222222,2
10304,31,929.5625806451613,2
10305,37,953.0637837837838,2
10306,28,1002.3189285714286,1
10307,29,824.8137931034482,0
10308,23,929.9047826086957,2
10309,22,1001.0886363636364,1
10310,27,911.5985185185185,2
10311,26,859.9269230769231,2
10312,18,912.0222222222224,2
10313,22,1048.858181818182,1
10314,29,1037.924827586207,1
10315,24,912.8083333333334,2
10316,27,811.4588888888889,0
10317,25,960.1752,2
10318,34,964.255,2
10319,28,973.8942857142857,1
10320,25,872.8560000000001,2
10321,29,1061.641724137931,1
10322,19,820.5373684210526,0
10323,30,811.9826666666667,0
10324,26,989.948846153846,1
10325,28,776.7285714285715,0
10326,34,819.035,0
10327,25,1090.2128,1
10328,29,943.2527586206896,2
10329,32,808.996875,0
10330,24,737.4187499999999,0
10331,22,1054.734090909091,1
10332,27,733.19,0
10333,30,925.6426666666666,2
10334,28,878.1,2
10335,16,772.143125,0
10336,24,872.0333333333333,2
10337,22,1013.3804545454545,1
10338,24,1016.21875,1
10339,22,868.3381818181817,2
10340,28,928.2746428571428,2
10341,24,1100.0854166666666,1
10342,25,899.8468,2
10343,11,820.6381818181818,0
10344,28,782.6414285714285,0
10345,19,913.69,2
10346,30,987.3729999999999,1
10347,26,791.8765384615385,0
10348,27,790.5548148148148,0
10349,25,937.2868,2
10350,27,846.0411111111111,0
10351,30,884.7343333333333,2
10352,23,910.47,2
10353,24,764.2637500000001,0
10354,32,794.631875,0
10355,31,854.6151612903226,2
10356,15,704.4599999999999,0
10357,24,841.1829166666666,0
10358,26,909.0107692307691,2
10359,24,847.6975000000001,2
10360,17,751.7370588235294,0
10361,24,852.1220833333333,2
10362,30,1115.5693333333334,1
10363,24,948.4562500000001,2
10364,30,734.2,0
10365,37,953.1821621621621,2
10366,22,805.1531818181818,0
10367,30,927.3713333333333,2
10368,19,1313.7273684210527,1
10369,26,905.8696153846154,2
10370,29,964.1034482758621,2
10371,20,707.5930000000001,0
10372,23,1069.4391304347826,1
10373,24,745.8729166666667,0
10374,29,798.9124137931034,0
10375,22,834.1422727272728,0
10376,26,885.8103846153846,2
10377,28,919.2789285714287,2
10378,21,999.214761904762,1
10379,32,914.6643750000001,2
10380,30,873.9013333333334,2
10381,29,952.0141379310345,2
10382,24,837.3045833333332,0
10383,27,1091.3899999999999,1
10384,27,1026.9362962962962,1
10385,24,823.8000000000001,0
10386,23,899.1621739130435,2
10387,21,874.5019047619048,2
10388,33,712.85,0
10389,31,970.2958064516129,2
10390,23,1113.496956521739,1
10391,19,870.721052631579,2
10392,23,852.8139130434784,2
10393,27,817.1025925925926,0
10394,26,850.0226923076923,2
10395,26,1009.3888461538462,1
10396,19,876.2784210526316,2
10397,29,965.4855172413794,2
10398,18,1058.2277777777776,1
10399,26,962.4057692307692,2
10400,30,1060.4196666666667,1
10401,27,805.3614814814815,0
10402,29,877.558275862069,2
10403,25,812.9892,0
10404,22,877.5159090909091,2
10405,30,1066.0539999999999,1
10406,27,914.9585185185185,2
10407,23,813.6691304347826,0
10408,31,911.2403225806452,2
10409,28,715.0960714285713,0
10410,32,878.5365625000001,2
10411,17,845.064705882353,0
10412,28,1000.2110714285715,1
10413,31,884.5919354838709,2
10414,22,839.0413636363636,0
10415,26,800.9873076923078,0
10416,22,841.255,0
10417,27,935.9066666666666,2
10418,31,844.9570967741935,0
10419,22,841.1845454545455,0
10420,20,889.189,2
10421,20,844.707,0
10422,28,1038.9592857142857,1
10423,22,993.2063636363637,1
10424,27,930.978888888889,2
10425,25,836.3348,0
10426,28,989.13,1
10427,21,862.297619047619,2
10428,27,682.6018518518518,0
10429,22,807.3786363636365,0
10430,29,866.7337931034482,2
10431,17,947.2594117647059,2
10432,41,920.3526829268293,2
10433,23,821.034347826087,0
10434,27,904.1048148148149,2
10435,21,847.967619047619,2
10436,28,945.5575,2
10437,26,929.0911538461538,2
10438,24,1188.185,1
10439,15,752.7360000000001,0
10440,31,735.4380645161291,0
10441,22,804.9313636363637,0
10442,28,822.0275,0
10443,29,933.6368965517241,2
10444,33,1016.238484848485,1
10445,30,972.3543333333333,2
10446,34,928.2838235294118,2
10447,26,1013.3088461538462,1
10448,28,985.3257142857143,1
10449,21,924.602380952381,2
10450,39,824.6951282051282,0
10451,24,765.17625,0
10452,29,798.498275862069,0
10453,29,815.8389655172415,0
10454,22,967.0095454545454,2
10455,23,944.9760869565217,2
10456,24,827.52,0
10457,27,906.2962962962963,2
10458,38,1040.6913157894735,1
10459,18,789.315,0
10460,22,952.1522727272728,2
10461,34,914.9629411764706,2
10462,31,918.5464516129032,2
10463,34,924.6999999999999,2
10464,31,1031.7912903225806,1
10465,17,1034.1329411764707,1
10466,16,884.055625,2
10467,26,931.118076923077,2
10468,16,1283.175625,1
10469,22,886.5409090909092,2
10470,34,723.3679411764706,0
10471,17,885.53,2
10472,32,1002.095625,1
10473,16,879.95375,2
10474,29,758.8037931034484,0
10475,28,1018.1053571428572,1
10476,33,788.1884848484849,0
10477,22,892.6972727272728,2
10478,27,946.4455555555555,2
10479,23,1131.4847826086957,1
10480,28,1064.9267857142856,1
10481,27,903.9425925925926,2
10482,28,1032.0814285714284,1
10483,22,803.4690909090909,0
10484,24,910.2666666666668,2
10485,26,781.836923076923,0
10486,22,917.6,2
10487,30,1064.252,1
10488,20,849.2764999999999,2
10489,25,964.7339999999999,2
10490,25,924.9004,2
10491,33,1093.1051515151516,1
10492,23,965.3373913043478,2
10493,22,928.1877272727273,2
10494,28,953.6746428571429,2
10495,20,1018.0450000000001,1
10496,16,1178.125,1
10497,23,767.8726086956522,0
10498,34,758.9502941176471,0
10499,19,733.2357894736842,0
10500,24,829.0858333333334,0
10501,23,904.7634782608696,2
10502,27,963.097037037037,2
10503,22,847.4413636363636,2
10504,33,848.4245454545454,2
10505,23,858.3165217391304,2
10506,22,775.0890909090908,0
10507,22,840.5768181818183,0
10508,27,760.5814814814815,0
10509,25,898.9216,2
10510,28,972.4367857142857,2
10511,34,941.1688235294118,2
10512,21,763.7104761904762,0
10513,26,921.7876923076923,2
10514,23,792.2626086956523,0
10515,29,961.7820689655173,2
10516,25,1035.8336,1
10517,24,1011.1995833333334,1
10518,16,895.813125,2
10519,26,879.4003846153846,2
10520,19,988.7642105263158,1
10521,29,878.8124137931035,2
10522,24,869.2808333333332,2
10523,36,929.2797222222222,2
10524,29,856.3089655172414,2
10525,27,941.012962962963,2
10526,20,906.872,2
10527,29,895.6906896551724,2
10528,33,858.060909090909,2
10529,31,1003.0267741935485,1
10530,25,929.3212,2
10531,20,961.858,2
10532,29,914.2375862068965,2
10533,29,894.2020689655172,2
10534,33,833.170909090909,0
10535,33,765.1578787878788,0
10536,22,1058.6995454545454,1
10537,27,819.0314814814815,0
10538,22,744.4418181818182,0
10539,30,784.2473333333332,0
10540,26,686.3538461538462,0
10541,20,851.9505000000001,2
10542,24,905.7191666666668,2
10543,33,1091.1878787878786,1
10544,31,895.1619354838709,2
10545,28,847.2446428571428,2
10546,28,950.3000000000001,2
10547,30,981.9196666666667,1
10548,33,906.4727272727272,2
10549,29,761.3634482758621,0
10550,37,959.0551351351352,2
10551,24,869.7516666666667,2
10552,33,979.0330303030303,1
10553,37,878.7324324324323,2
10554,23,847.6591304347826,2
10555,26,754.4088461538462,0
10556,19,809.4352631578947,0
10557,42,1053.0657142857144,1
10558,23,866.1921739130433,2
10559,28,904.5607142857143,2
10560,26,654.531923076923,0
10561,24,949.1550000000001,2
10562,17,1074.5976470588234,1
10563,22,927.9759090909091,2
10564,29,872.3006896551725,2
10565,25,995.6816,1
10566,22,986.4263636363637,1
10567,20,745.0005,0
10568,28,697.6867857142857,0
10569,26,628.9538461538461,0
10570,33,984.8475757575757,1
10571,23,903.1869565217391,2
10572,24,877.7375000000001,2
10573,16,943.3456249999999,2
10574,25,972.0684,2
10575,21,1029.5009523809524,1
10576,29,770.3289655172414,0
10577,21,877.3261904761904,2
10578,31,957.7454838709677,2
10579,16,1558.1675,1
10580,23,830.5669565217391,0
10581,29,910.861724137931,2
10582,31,899.9487096774194,2
10583,35,1013.9082857142857,1
10584,27,924.73,2
10585,32,909.5053125,2
10586,24,850.1970833333334,2
10587,31,995.4187096774193,1
10588,25,957.5236,2
10589,28,918.8221428571429,2
10590,35,948.7411428571429,2
10591,26,925.1126923076923,2
10592,19,871.9621052631578,2
10593,18,836.1533333333333,0
10594,19,894.1584210526315,2
10595,23,1030.4008695652174,1
10596,25,854.4952000000001,2
10597,17,894.8364705882352,2
10598,32,850.3871875,2
10599,21,1034.8938095238095,1
10600,26,755.4811538461538,0
10601,23,782.6160869565217,0
10602,35,882.5068571428571,2
10603,24,869.8058333333333,2
10604,31,934.4077419354838,2
10605,20,944.2375,2
10606,23,942.484347826087,2
10607,27,980.0496296296296,1
10608,27,817.1537037037037,0
10609,30,925.186,2
10610,23,1088.9352173913044,1
10611,28,1007.9553571428571,1
10612,18,878.2383333333333,2
10613,28,837.4303571428571,0
10614,22,738.3931818181818,0
10615,23,874.0604347826087,2
10616,21,879.702857142857,2
10617,18,1055.4166666666667,1
10618,14,881.032142857143,2
10619,28,874.0292857142857,2
10620,27,880.6803703703704,2
10621,25,1083.9304,1
10622,32,935.1740625,2
10623,26,868.5996153846154,2
10624,28,1288.3500000000001,1
10625,26,977.5226923076923,1
10626,27,699.6533333333333,0
10627,35,828.4717142857144,0
10628,29,1145.1927586206898,1
10629,25,829.1872,0
10630,31,1058.587741935484,1
10631,23,770.4017391304349,0
10632,26,797.08,0
10633,28,802.8532142857142,0
10634,29,857.8655172413793,2
10635,27,944.9974074074074,2
10636,29,850.2844827586207,2
10637,32,789.435,0
10638,20,947.8795,2
10639,23,943.5526086956521,2
10640,26,872.3496153846154,2
10641,23,990.2543478260869,1
10642,16,883.1525,2
10643,25,724.2768,0
10644,32,830.0565625,0
10645,16,978.740625,1
10646,29,1063.7306896551725,1
10647,28,819.6971428571429,0
10648,28,1233.4271428571428,1
10649,28,847.9814285714285,2
10650,30,803.8233333333334,0
10651,33,982.3775757575758,1
10652,13,912.0007692307693,2
10653,19,700.5926315789474,0
10654,25,942.1616,2
10655,9,1095.4444444444443,1
10656,31,828.9822580645161,0
10657,22,909.4672727272726,2
10658,28,816.6935714285713,0
10659,30,930.3946666666667,2
10660,26,871.4407692307692,2
10661,28,1022.3975,1
10662,23,976.0904347826088,1
10663,32,947.2328125,2
10664,30,879.4833333333333,2
10665,24,826.2433333333333,0
10666,32,953.60125,2
10667,37,721.5051351351351,0
10668,23,717.4239130434783,0
10669,22,802.7368181818182,0
10670,24,918.0233333333334,2
10671,27,759.2181481481481,0
10672,30,716.4703333333333,0
10673,26,898.713076923077,2
10674,31,962.028064516129,2
10675,26,848.25,2
10676,30,750.7666666666667,0
10677,28,773.9275,0
10678,22,840.7472727272726,0
10679,30,667.2603333333334,0
10680,25,956.5075999999999,2
10681,30,1026.1306666666667,1
10682,29,814.4631034482759,0
10683,35,844.0034285714286,0
10684,21,901.517619047619,2
10685,20,698.1345,0
10686,24,925.1633333333333,2
10687,31,916.3406451612904,2
10688,25,1017.7816,1
10689,25,747.3472,0
10690,26,879.2992307692307,2
10691,33,779.339393939394,0
10692,21,871.1109523809524,2
10693,27,1052.5507407407406,1
10694,20,855.36,2
10695,22,986.5022727272727,1
10696,19,786.7147368421053,0
10697,35,932.5391428571428,2
10698,21,864.2780952380953,2
10699,21,1062.0057142857142,1
10700,21,1056.627619047619,1
10701,23,870.0769565217391,2
10702,28,947.2524999999999,2
10703,27,1116.381851851852,1
10704,20,697.7819999999999,0
10705,33,980.2263636363637,1
10706,30,944.7266666666667,2
10707,26,807.8057692307692,0
10708,24,862.3208333333333,2
10709,26,827.4873076923076,0
10710,24,833.78125,0
10711,23,893.9413043478262,2
10712,31,987.6635483870967,1
10713,29,749.9206896551724,0
10714,24,845.5320833333334,0
10715,41,778.4612195121952,0
10716,37,865.9186486486487,2
10717,26,846.978076923077,2
10718,26,985.1330769230769,1
10719,19,962.4484210526316,2
10720,25,863.9416,2
10721,21,811.7080952380952,0
10722,16,1163.17625,1
10723,22,855.6663636363636,2
10724,24,763.4633333333333,0
10725,31,1006.5745161290323,1
10726,30,898.4243333333333,2
10727,25,1056.4608,1
10728,30,977.5906666666667,1
10729,36,1046.608888888889,1
10730,22,825.1090909090909,0
10731,25,901.2452000000001,2
10732,26,908.1284615384616,2
10733,22,1050.2327272727273,1
10734,23,969.6478260869566,2
10735,25,951.1216000000001,2
10736,22,814.935,0
10737,27,792.4914814814815,0
10738,37,1116.9845945945947,1
10739,32,814.836875,0
10740,27,1009.6718518518518,1
10741,26,1001.1176923076923,1
10742,34,979.7208823529412,1
10743,17,1033.221176470588,1
10744,24,824.5704166666666,0
10745,24,1203.3141666666668,1
10746,27,748.7862962962963,0
10747,20,756.129,0
10748,39,783.2174358974358,0
10749,31,1050.425806451613,1
10750,25,706.53,0
10751,31,877.426129032258,2
10752,23,712.8730434782609,0
10753,19,825.5368421052632,0
10754,31,846.1970967741936,2
10755,24,972.10125,2
10756,26,1011.5142307692307,1
10757,25,1048.4032,1
10758,29,846.643103448276,2
10759,26,1022.3726923076922,1
10760,22,994.6313636363636,1
10761,25,1039.6188,1
10762,22,967.5813636363637,2
10763,39,911.8394871794872,2
10764,28,873.3128571428572,2
10765,27,984.4233333333333,1
10766,29,876.2086206896552,2
10767,26,866.198076923077,2
10768,11,1078.8054545454545,1
10769,33,900.0696969696969,2
10770,26,761.1065384615384,0
10771,23,926.5952173913043,2
10772,30,886.9383333333334,2
10773,29,888.9389655172414,2
10774,22,793.7586363636364,0
10775,25,923.3372,2
10776,26,1116.856153846154,1
10777,25,695.288,0
10778,18,911.7383333333333,2
10779,19,905.1963157894737,2
10780,25,881.28,2
10781,21,921.5714285714286,2
10782,24,922.7070833333333,2
10783,23,1036.8973913043478,1
10784,23,940.5104347826087,2
10785,27,1034.9959259259258,1
10786,28,848.0871428571428,2
10787,24,988.3120833333334,1
10788,32,839.01875,0
10789,32,787.5962499999999,0
10790,28,826.6896428571429,0
10791,18,863.3449999999999,2
10792,27,952.1703703703703,2
10793,34,929.3832352941176,2
10794,30,817.725,0
10795,38,858.3186842105264,2
10796,24,830.2679166666667,0
10797,23,890.0500000000001,2
10798,23,954.741304347826,2
10799,25,944.8332,2
10800,26,782.8803846153846,0
10801,27,932.3355555555556,2
10802,21,979.1028571428571,1
10803,27,915.4196296296295,2
10804,25,950.5132000000001,2
10805,21,965.3338095238095,2
10806,21,1041.4757142857143,1
10807,18,1013.135,1
10808,23,895.731304347826,2
10809,26,939.8415384615384,2
10810,24,1013.57125,1
10811,27,944.1296296296297,2
10812,23,794.7934782608696,0
10813,21,960.6242857142857,2
10814,29,893.8437931034483,2
10815,31,931.5996774193549,2
10816,22,880.9181818181819,2
10817,24,1048.3408333333334,1
10818,28,1002.0696428571429,1
10819,21,608.5638095238095,0
10820,30,938.202,2
10821,24,1000.1979166666666,1
10822,23,932.24,2
10823,22,926.5450000000001,2
10824,26,832.72,0
10825,14,947.8585714285715,2
10826,29,1059.3024137931034,1
10827,21,896.0719047619046,2
10828,23,882.7330434782609,2
10829,23,807.7926086956521,0
10830,24,773.0383333333333,0
10831,25,795.2303999999999,0
10832,32,994.0071875,1
10833,19,756.3684210526316,0
10834,29,966.963448275862,2
10835,29,865.298275862069,2
10836,20,869.7045,2
10837,12,1175.7691666666667,1
10838,18,971.923888888889,2
10839,24,947.44,2
10840,31,1084.1693548387098,1
10841,43,1033.2211627906977,1
10842,24,898.4362500000001,2
10843,22,833.37,0
10844,26,895.6965384615385,2
10845,23,859.864347826087,2
10846,22,976.0609090909091,1
10847,31,1042.2912903225806,1
10848,16,674.623125,0
10849,30,817.5673333333333,0
10850,17,862.4182352941177,2
10851,27,797.2414814814815,0
10852,21,935.3395238095238,2
10853,26,816.9561538461538,0
10854,30,900.947,2
10855,28,853.0625,2
10856,36,855.1355555555556,2
10857,27,984.7377777777778,1
10858,37,838.8716216216217,0
10859,24,952.1820833333333,2
10860,26,963.5576923076923,2
10861,31,990.7787096774193,1
10862,23,834.1726086956522,0
10863,22,903.555,2
10864,31,684.836129032258,0
10865,20,906.153,2
10866,23,886.6486956521738,2
10867,32,897.3265625,2
10868,25,931.5108,2
10869,19,741.8505263157895,0
10870,32,1046.245,1
10871,24,919.9108333333334,2
10872,22,941.1890909090909,2
10873,29,1254.4151724137932,1
10874,24,991.1754166666666,1
10875,25,1003.7156,1
10876,28,968.6828571428571,2
10877,22,1129.1054545454544,1
10878,27,893.26,2
10879,31,848.1922580645161,2
10880,23,1081.4682608695653,1
10881,23,1012.1391304347826,1
10882,31,902.1793548387097,2
10883,18,1108.8283333333334,1
10884,27,818.1966666666666,0
10885,26,936.1465384615385,2
10886,29,906.4755172413793,2
10887,29,669.9734482758621,0
10888,23,811.3939130434783,0
10889,38,971.9686842105262,2
10890,21,977.0738095238095,1
10891,22,952.5072727272727,2
10892,22,1186.0922727272728,1
10893,33,989.7563636363636,1
10894,27,720.6885185185185,0
10895,32,831.86875,0
10896,37,958.1951351351352,2
10897,23,901.7608695652174,2
10898,31,862.368064516129,2
10899,24,866.84625,2
10900,31,886.508064516129,2
10901,33,770.4545454545455,0
10902,24,757.015,0
10903,26,1002.7503846153845,1
10904,26,1015.2576923076923,1
10905,28,832.6225000000001,0
10906,39,1121.6002564102564,1
10907,26,887.8257692307693,2
10908,24,1032.6875,1
10909,24,917.8233333333333,2
10910,26,903.2234615384616,2
10911,24,995.1625,1
10912,23,914.4217391304348,2
10913,16,867.91125,2
10914,26,761.895,0
10915,25,820.5512,0
10916,29,879.3641379310344,2
10917,18,825.5927777777778,0
10918,30,849.4216666666667,2
10919,25,878.2495999999999,2
10920,19,1044.9484210526316,1
10921,17,906.724705882353,2
10922,22,815.2845454545454,0
10923,25,977.0255999999999,1
10924,20,814.255,0
10925,28,831.3685714285714,0
10926,29,699.3937931034484,0
10927,20,979.3075000000001,1
10928,23,968.8778260869565,2
10929,35,811.5748571428571,0
10930,31,697.2335483870968,0
10931,24,1116.5975,1
10932,15,922.1759999999999,2
10933,33,878.1930303030302,2
10934,29,972.3531034482758,2
10935,20,784.124,0
10936,30,807.5323333333333,0
10937,21,968.2857142857143,2
10938,34,874.740294117647,2
10939,20,922.2985000000001,2
10940,32,809.928125,0
10941,25,1000.7288000000001,1
10942,30,829.4516666666666,0
10943,30,926.3223333333334,2
10944,24,1080.73375,1
10945,20,1144.3475,1
10946,30,912.8956666666667,2
10947,21,996.7866666666666,1
10948,25,918.0355999999999,2
10949,17,943.2623529411765,2
10950,27,874.3777777777779,2
10951,25,1001.3836,1
10952,27,928.0262962962962,2
10953,31,797.7335483870968,0
10954,26,1075.7011538461538,1
10955,22,819.3959090909091,0
10956,30,844.807,0
10957,26,1027.6984615384615,1
10958,31,780.9467741935484,0
10959,17,932.1164705882353,2
10960,19,1026.6284210526314,1
10961,20,1002.8985,1
10962,25,906.5083999999999,2
10963,23,836.444347826087,0
10964,30,829.59,0
